date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:59:39	8370/8370	---M-Z	200	added ('OK')	text/html	etag:%2220b2-511b6c3983f87%22	http://ashobiz.asia/boot-extended11/ui/ui-131.html	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/ui-131.html	(from )
02:59:39	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202015%2020:59:44%20GMT	http://ashobiz.asia/robots.txt		(from )
02:59:41	106065/106065	---M--	200	added ('OK')	text/css	etag:%2219e51-511b6c60b0c2a%22	http://ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:42	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-511b6c5c808c8%22	http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:43	9651/9651	---M--	200	added ('OK')	text/css	etag:%2225b3-511b6c659a825%22	http://ashobiz.asia/boot-extended11/ui/css/style-131.css	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/css/style-131.css	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:46	4266/4266	---M--	200	added ('OK')	application/javascript	etag:%2210aa-511b6ebdd3c5b%22	http://ashobiz.asia/boot-extended11/ui/js/placeholder.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/placeholder.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:48	4377/4377	---M--	200	added ('OK')	application/javascript	etag:%221119-511b6ebf315d3%22	http://ashobiz.asia/boot-extended11/ui/js/respond.min.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/respond.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:49	25250/25250	---M--	200	added ('OK')	application/javascript	etag:%2262a2-511b6ec14b6c3%22	http://ashobiz.asia/boot-extended11/ui/js/masonry.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/masonry.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:49	2636/2636	---M--	200	added ('OK')	application/javascript	etag:%22a4c-511b6eb5754d7%22	http://ashobiz.asia/boot-extended11/ui/js/html5shiv.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/html5shiv.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:49	35646/35646	---M--	200	added ('OK')	application/javascript	etag:%228b3e-511b6eb9dc32e%22	http://ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:53	95930/95930	---M--	200	added ('OK')	application/javascript	etag:%22176ba-511b6ec0fd4d3%22	http://ashobiz.asia/boot-extended11/ui/js/jquery.js	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/js/jquery.js	(from http://ashobiz.asia/boot-extended11/ui/ui-131.html)
02:59:58	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?v=4.3.0	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
02:59:59	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?	J:/BootExtend/A/MASONRY%20GRID/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfontd41d.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
