date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:50:52	7045/7045	---M-Z	200	added ('OK')	text/html	etag:%221b85-511b6c49bd14b%22	http://ashobiz.asia/boot-extended11/ui/ui-243.html	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/ui-243.html	(from )
00:50:52	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Mar%202015%2018:50:57%20GMT	http://ashobiz.asia/robots.txt		(from )
00:50:55	106065/106065	---M--	200	added ('OK')	text/css	etag:%2219e51-511b6c60b0c2a%22	http://ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:50:57	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-511b6c5c808c8%22	http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:50:57	13290/13290	---M--	200	added ('OK')	text/css	etag:%2233ea-511b6c7859183%22	http://ashobiz.asia/boot-extended11/ui/css/style-243.css	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/css/style-243.css	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:50:59	4266/4266	---M--	200	added ('OK')	application/javascript	etag:%2210aa-511b6ebdd3c5b%22	http://ashobiz.asia/boot-extended11/ui/js/placeholder.js	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/js/placeholder.js	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:51:00	4377/4377	---M--	200	added ('OK')	application/javascript	etag:%221119-511b6ebf315d3%22	http://ashobiz.asia/boot-extended11/ui/js/respond.min.js	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/js/respond.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:51:00	2636/2636	---M--	200	added ('OK')	application/javascript	etag:%22a4c-511b6eb5754d7%22	http://ashobiz.asia/boot-extended11/ui/js/html5shiv.js	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/js/html5shiv.js	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:51:02	35646/35646	---M--	200	added ('OK')	application/javascript	etag:%228b3e-511b6eb9dc32e%22	http://ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
00:51:09	95930/95930	---M--	200	added ('OK')	application/javascript	etag:%22176ba-511b6ec0fd4d3%22	http://ashobiz.asia/boot-extended11/ui/js/jquery.js	J:/BootExtend/MINI%20NAVIGATION%202/MINI%20NAVIGATION%202/ashobiz.asia/boot-extended11/ui/js/jquery.js	(from http://ashobiz.asia/boot-extended11/ui/ui-243.html)
