date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:48	16674/16674	---M-Z	200	added ('OK')	text/html	etag:%224122-51291bc6a59b3%22	http://ashobiz.asia/boot-extended12/ui/ui-185.html	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/ui-185.html	(from )
13:14:48	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Apr%202015%2007:14:49%20GMT	http://ashobiz.asia/robots.txt		(from )
13:14:50	106079/106079	---M--	200	added ('OK')	text/css	etag:%2219e5f-51291c037c067%22	http://ashobiz.asia/boot-extended12/ui/css/bootstrap.min.css	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:14:52	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-51291bf781c59%22	http://ashobiz.asia/boot-extended12/ui/css/font-awesome.min.css	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:14:53	10572/10572	---M--	200	added ('OK')	text/css	etag:%22294c-51291c273225c%22	http://ashobiz.asia/boot-extended12/ui/css/style-185.css	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/css/style-185.css	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:15:00	66238/66238	---M--	200	added ('OK')	image/jpeg	etag:%22102be-51291d2f201e6%22	http://ashobiz.asia/boot-extended12/ui/img/ui-185/1.jpg	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/img/ui-185/1.jpg	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:15:04	64986/64986	---M--	200	added ('OK')	image/jpeg	etag:%22fdda-51291d356f45d%22	http://ashobiz.asia/boot-extended12/ui/img/ui-185/2.jpg	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/img/ui-185/2.jpg	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:15:05	68025/68025	---M--	200	added ('OK')	image/jpeg	etag:%22109b9-51291d2ce4dba%22	http://ashobiz.asia/boot-extended12/ui/img/ui-185/3.jpg	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/img/ui-185/3.jpg	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:15:06	70097/70097	---M--	200	added ('OK')	image/jpeg	etag:%22111d1-51291d2bb6238%22	http://ashobiz.asia/boot-extended12/ui/img/ui-185/4.jpg	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/img/ui-185/4.jpg	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
13:15:09	57599/57599	---M--	200	added ('OK')	image/jpeg	etag:%22e0ff-51291d3143f16%22	http://ashobiz.asia/boot-extended12/ui/img/ui-185/5.jpg	J:/BootExtend/B/MINI%20RESUME/TEAM%20BLOCK_31/ashobiz.asia/boot-extended12/ui/img/ui-185/5.jpg	(from http://ashobiz.asia/boot-extended12/ui/ui-185.html)
