date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:12:11	10286/10286	---M-Z	200	added ('OK')	text/html	etag:%22282e-51291bc5e72fa%22	http://ashobiz.asia/boot-extended12/ui/ui-182.html	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/ui-182.html	(from )
13:12:11	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Apr%202015%2007:12:13%20GMT	http://ashobiz.asia/robots.txt		(from )
13:12:13	106079/106079	---M--	200	added ('OK')	text/css	etag:%2219e5f-51291c037c067%22	http://ashobiz.asia/boot-extended12/ui/css/bootstrap.min.css	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:13	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-51291bf781c59%22	http://ashobiz.asia/boot-extended12/ui/css/font-awesome.min.css	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:14	10060/10060	---M--	200	added ('OK')	text/css	etag:%22274c-51291c221a807%22	http://ashobiz.asia/boot-extended12/ui/css/style-182.css	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/css/style-182.css	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:17	4266/4266	---M--	200	added ('OK')	application/javascript	etag:%2210aa-51291eaac5a05%22	http://ashobiz.asia/boot-extended12/ui/js/placeholder.js	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/js/placeholder.js	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:17	4377/4377	---M--	200	added ('OK')	application/javascript	etag:%221119-51291eab67ba4%22	http://ashobiz.asia/boot-extended12/ui/js/respond.min.js	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/js/respond.min.js	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:18	2636/2636	---M--	200	added ('OK')	application/javascript	etag:%22a4c-51291e9e6ca69%22	http://ashobiz.asia/boot-extended12/ui/js/html5shiv.js	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/js/html5shiv.js	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:20	36146/36146	---M--	200	added ('OK')	application/javascript	etag:%228d32-51291e9f4669c%22	http://ashobiz.asia/boot-extended12/ui/js/bootstrap.min.js	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/js/bootstrap.min.js	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
13:12:26	95930/95930	---M--	200	added ('OK')	application/javascript	etag:%22176ba-51291eab18a14%22	http://ashobiz.asia/boot-extended12/ui/js/jquery.js	J:/BootExtend/B/MINI%20RESUME/SCHEDULE%20UI/ashobiz.asia/boot-extended12/ui/js/jquery.js	(from http://ashobiz.asia/boot-extended12/ui/ui-182.html)
